,0,Modelo
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
0,0.19056625885075665,"VAR (Rs, Tmax, ETo)"
